asset_id,provenance_class,source_description,source_package,source_path,source_sha256,creator_or_origin,human_direction_or_contribution,third_party_dependency,licence_or_rights_basis,rights_evidence_path,production_clearance,lineage_notes
GG-AUDIO-AUDIO-OWNED-REV2-GG-PLAYER-LASER-V001,FOUNDER_PROJECT_OWNED_OUTPUT,Founder-accepted REV2 owned audio estate; 48kHz/24-bit PCM stereo baseline.,GalacticGunners.zip,GalacticGunners/assets/audio/GALACTIC_GUNNERS_OWNED_AUDIO_ESTATE_v1.0_REV2/audio/gg_player_laser_v001.wav,9EDA7CF68F47E307AB3F7041E1DD59AC5F07E279C32CB1A9C9D3405905247AFF,Founder Michael Leese / Inceptivec supplied owned audio estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/audio/owned_audio_estate_v1.0_rev2/docs/OWNERSHIP_AND_PROVENANCE_v1.0_REV2.md,CLEARED,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-AUDIO-AUDIO-OWNED-REV2-GG-SHIELD-HIT-V001,FOUNDER_PROJECT_OWNED_OUTPUT,Founder-accepted REV2 owned audio estate; 48kHz/24-bit PCM stereo baseline.,GalacticGunners.zip,GalacticGunners/assets/audio/GALACTIC_GUNNERS_OWNED_AUDIO_ESTATE_v1.0_REV2/audio/gg_shield_hit_v001.wav,098BC70F5F2919DC1ED089D377F5B7E18B43D551EA3649E9A0161E4AA1252178,Founder Michael Leese / Inceptivec supplied owned audio estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/audio/owned_audio_estate_v1.0_rev2/docs/OWNERSHIP_AND_PROVENANCE_v1.0_REV2.md,CLEARED,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-AUDIO-AUDIO-OWNED-REV2-GG-UI-BACK-V001,FOUNDER_PROJECT_OWNED_OUTPUT,Founder-accepted REV2 owned audio estate; 48kHz/24-bit PCM stereo baseline.,GalacticGunners.zip,GalacticGunners/assets/audio/GALACTIC_GUNNERS_OWNED_AUDIO_ESTATE_v1.0_REV2/audio/gg_ui_back_v001.wav,F75A5C541AAA73618C2AA75BBB28B7B94E86790A3B4C8D5F20DEAA8EFC8FF9DB,Founder Michael Leese / Inceptivec supplied owned audio estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/audio/owned_audio_estate_v1.0_rev2/docs/OWNERSHIP_AND_PROVENANCE_v1.0_REV2.md,CLEARED,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-AUDIO-AUDIO-OWNED-REV2-GG-UI-CONFIRM-V001,FOUNDER_PROJECT_OWNED_OUTPUT,Founder-accepted REV2 owned audio estate; 48kHz/24-bit PCM stereo baseline.,GalacticGunners.zip,GalacticGunners/assets/audio/GALACTIC_GUNNERS_OWNED_AUDIO_ESTATE_v1.0_REV2/audio/gg_ui_confirm_v001.wav,5126059176E8D15623C5EFF70DCD8EAF39ED092156E8C5EFA3D55468C5317B93,Founder Michael Leese / Inceptivec supplied owned audio estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/audio/owned_audio_estate_v1.0_rev2/docs/OWNERSHIP_AND_PROVENANCE_v1.0_REV2.md,CLEARED,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-AUDIO-AUDIO-OWNED-REV2-GG-UI-SELECT-V001,FOUNDER_PROJECT_OWNED_OUTPUT,Founder-accepted REV2 owned audio estate; 48kHz/24-bit PCM stereo baseline.,GalacticGunners.zip,GalacticGunners/assets/audio/GALACTIC_GUNNERS_OWNED_AUDIO_ESTATE_v1.0_REV2/audio/gg_ui_select_v001.wav,BB382B07D808043ECD484DE8F92C154596F7DA95A11DCE60FB770E2862AF0618,Founder Michael Leese / Inceptivec supplied owned audio estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/audio/owned_audio_estate_v1.0_rev2/docs/OWNERSHIP_AND_PROVENANCE_v1.0_REV2.md,CLEARED,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-AUDIO-AUDIO-OWNED-REV2-GG-VICTORY-STINGER-V001,FOUNDER_PROJECT_OWNED_OUTPUT,Founder-accepted REV2 owned audio estate; 48kHz/24-bit PCM stereo baseline.,GalacticGunners.zip,GalacticGunners/assets/audio/GALACTIC_GUNNERS_OWNED_AUDIO_ESTATE_v1.0_REV2/audio/gg_victory_stinger_v001.wav,31079AC766DE4768D40DEE244ECE536601B74C0E8C91AAF74AB7E8FE995A021B,Founder Michael Leese / Inceptivec supplied owned audio estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/audio/owned_audio_estate_v1.0_rev2/docs/OWNERSHIP_AND_PROVENANCE_v1.0_REV2.md,CLEARED,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-BACKGROUND-BACKGROUNDS-OWNED-GALAXY-LANDSCAPE-DIFFERENT,PROJECT_DIRECTED_AI_ASSISTED_OUTPUT,Founder-supplied Galactic Gunners asset/IP baseline estate.,GalacticGunners.zip,GalacticGunners/assets/images/background_images/Galaxy_Landscape_different.png,1364B1C4B17451D4CA1B2095C7419FC52583B373398C318B900EB5656F58A5B4,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/OWNERSHIP_PROVENANCE_AND_IP_BASELINE.md,CLEARED,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-BACKGROUND-BACKGROUNDS-OWNED-GG-BG-STARFIELD-PORTRAIT-V002,PROJECT_DIRECTED_AI_ASSISTED_OUTPUT,Founder-supplied Galactic Gunners asset/IP baseline estate.,GalacticGunners.zip,GalacticGunners/assets/images/background_images/gg_bg_starfield_portrait_v002.png,A861502D9EE33108E47DE27738F042B6BAE954E628DD9B296B385CB5BB9AF015,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/OWNERSHIP_PROVENANCE_AND_IP_BASELINE.md,CLEARED,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-BACKGROUND-BACKGROUNDS-OWNED-GG-BG-STARFIELD-V002,PROJECT_DIRECTED_AI_ASSISTED_OUTPUT,Founder-supplied Galactic Gunners asset/IP baseline estate.,GalacticGunners.zip,GalacticGunners/assets/images/background_images/gg_bg_starfield_v002.png,25BBB12578B10E5AD6E77593656DF3CE8FFD72A15EEABADA8134ED76390301C2,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/OWNERSHIP_PROVENANCE_AND_IP_BASELINE.md,CLEARED,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-BRAND-BRANDING-LOGOS-GG-LOGO-COMPACT-V002,PROJECT_DIRECTED_AI_ASSISTED_OUTPUT,Founder-supplied Galactic Gunners asset/IP baseline estate.,GalacticGunners.zip,GalacticGunners/assets/images/logo/gg_logo_compact_v002.png,98CAA83484B8F066AE263DBA391594EF09FBC44A003FF9ED7991B1DF0A63D67B,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/OWNERSHIP_PROVENANCE_AND_IP_BASELINE.md,CLEARED,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-BRAND-BRANDING-LOGOS-GG-LOGO-PRIMARY-V002,PROJECT_DIRECTED_AI_ASSISTED_OUTPUT,Founder-supplied Galactic Gunners asset/IP baseline estate.,GalacticGunners.zip,GalacticGunners/assets/images/logo/gg_logo_primary_v002.png,4815BCBF0325CEBC0DE9B61F4CADBD87D6C791EF54F4B537CF2DA196221AAB76,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/OWNERSHIP_PROVENANCE_AND_IP_BASELINE.md,CLEARED,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-BRAND-BRANDING-LOGOS-GG-LOGO-PRIMARY-WORDS-V002,PROJECT_DIRECTED_AI_ASSISTED_OUTPUT,Founder-supplied Galactic Gunners asset/IP baseline estate.,GalacticGunners.zip,GalacticGunners/assets/images/logo/gg_logo_primary_words_v002.png,CC55C4D087DD02BB4FFC7CD581037D9C9BA17851CFAC1D56E2CB821F9BB29F5F,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/OWNERSHIP_PROVENANCE_AND_IP_BASELINE.md,CLEARED,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-AUDIO-OWNED-AUDIO-ESTATE-V1-0-REV2-DOCS-AUDIO-ASSET-REGISTER-V1-0-REV2,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Audio estate provenance documentation.,GalacticGunners.zip,GalacticGunners/assets/audio/GALACTIC_GUNNERS_OWNED_AUDIO_ESTATE_v1.0_REV2/docs/AUDIO_ASSET_REGISTER_v1.0_REV2.md,8907DA822BB74B24C67475B756C87AB8B432C01365E27E6661C536E27C822E1A,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/audio/owned_audio_estate_v1.0_rev2/docs/OWNERSHIP_AND_PROVENANCE_v1.0_REV2.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-AUDIO-OWNED-AUDIO-ESTATE-V1-0-REV2-DOCS-AUDIO-DESIGN-AUTHORITY-V1-0-REV2,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Audio estate provenance documentation.,GalacticGunners.zip,GalacticGunners/assets/audio/GALACTIC_GUNNERS_OWNED_AUDIO_ESTATE_v1.0_REV2/docs/AUDIO_DESIGN_AUTHORITY_v1.0_REV2.md,8DB7A288247D894E151399A31FFF996435347D11AD881A263A35EF683C775DE3,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/audio/owned_audio_estate_v1.0_rev2/docs/OWNERSHIP_AND_PROVENANCE_v1.0_REV2.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-AUDIO-OWNED-AUDIO-ESTATE-V1-0-REV2-DOCS-OWNERSHIP-AND-PROVENANCE-V1-0-REV2,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Audio estate provenance documentation.,GalacticGunners.zip,GalacticGunners/assets/audio/GALACTIC_GUNNERS_OWNED_AUDIO_ESTATE_v1.0_REV2/docs/OWNERSHIP_AND_PROVENANCE_v1.0_REV2.md,C4395E66199AA3ABCE524EAFB2F3010B77524F41D9A19382E4031E1A5A79E927,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/audio/owned_audio_estate_v1.0_rev2/docs/OWNERSHIP_AND_PROVENANCE_v1.0_REV2.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-AUDIO-OWNED-AUDIO-ESTATE-V1-0-REV2-MANIFEST-SHA256,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Audio estate SHA-256 manifest.,GalacticGunners.zip,GalacticGunners/assets/audio/GALACTIC_GUNNERS_OWNED_AUDIO_ESTATE_v1.0_REV2/MANIFEST_SHA256.json,49C28420738445BFF3E2EDE739B65F7F4C40B4CBC52F0E76662D7E2777799AB2,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/audio/owned_audio_estate_v1.0_rev2/docs/OWNERSHIP_AND_PROVENANCE_v1.0_REV2.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-GALACTICGUNNERSDISPLAY-REGULAR-V1-3-2,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/GalacticGunnersDisplay-Regular-v1.3.woff2,D23C79A3A42199A7DB98FED82C90752F14C61FE2D13B82DAB51EAA1BC312BDAD,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-GALACTICGUNNERSDISPLAY-SPECIMEN-V1-3,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/GalacticGunnersDisplay-Specimen-v1.3.png,CF816A20C97FFC2BA7E693D4BD8ADD47627F14B806047CCC1279D9BF850FA520,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-MANIFEST-SHA256,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/MANIFEST_SHA256.json,32F37582A4FDFED2F18839F56C1E3D482A7EBE015005FEB10B35A05BDD140605,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-OWNERSHIP-DECLARATION,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/OWNERSHIP_DECLARATION.md,D6EAFECE31DAEFFA561242C46CDC8D0137F214D847874D9DE648857697C841E7,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
GG-EVIDENCE-SOURCE-EVIDENCE-FONTS-DISPLAY-V1-3-SOURCE-PACKAGE-PREVIEWS-FULL-AZ-09-PRODUCTION-PREVIEW,FOUNDER_SUPPLIED_SOURCE_REFERENCE,Complete display font v1.3 source/provenance/previews.,GalacticGunners.zip,GalacticGunners/assets/fonts/GalacticGunnersDisplay_v1.3_PRODUCTION_COMPLETE/GalacticGunnersDisplay_v1.3_PRODUCTION/PREVIEWS/FULL_AZ_09_PRODUCTION_PREVIEW.png,4F9023D5255B170AE7A6B85E5558BEA00A3397CB5DA4244A135325BC12F8132C,Founder Michael Leese / Inceptivec supplied project estate,"Founder selection, direction, supply and admission for Galactic Gunners project baseline.",NONE DECLARED IN SUPPLIED BASELINE,Founder project authority; commercial-use clearance classified for active production assets by this baseline.,assets/source_evidence/fonts/display_v1.3/source_package/OWNERSHIP_DECLARATION.md,REFERENCE_ONLY,No byte transformation performed during canonical placement; path/filename normalization only where recorded.
